lead_id,date,channel,device,cost,impressions,clicks,conversions,company_size,sector,region,status
948,2025-09-06,Instagram Ads,Desktop,3159.0,114375,4518,381,100-500,Health,IdF,MQL
949,2025-09-24,Facebook Ads,Mobile,5508.39,165274,4548,410,100-500,Retail,PAC,Lead
950,2025-09-28,LinkedIn,Mobile,5903.52,60798,1575,110,1-10,Retail,ARA,SQL
951,2025-09-16,Emailing,Mobile,2303.7,83512,2718,239,10-50,Energy,CVL,MQL
952,2025-09-15,LinkedIn,Tablet,5425.6,52821,1257,85,10-50,Tech,IdF,MQL
953,2025-09-09,Emailing,Desktop,2138.67,71309,2473,221,10-50,Health,Hauts-de-France,MQL
954,2025-09-25,Instagram Ads,Desktop,3352.69,111790,4495,363,50-100,Logistics,BFC,MQL
955,2025-09-08,Emailing,Mobile,2512.92,92180,3042,276,1-10,Education,Hauts-de-France,Lead
956,2025-09-27,Emailing,Desktop,2412.97,82002,2855,252,10-50,Logistics,HDF,SQL
957,2025-09-21,Emailing,Mobile,2801.35,91605,3016,248,50-100,Health,BFC,SQL
958,2025-09-09,Facebook Ads,Mobile,4582.25,137625,3793,343,1-10,Tech,IdF,MQL
959,2025-09-25,LinkedIn,Mobile,6185.38,62374,1525,107,50-100,Media,IdF,MQL
960,2025-09-25,Emailing,Desktop,2624.14,81583,2561,220,10-50,Retail,BFC,MQL
961,2025-09-17,LinkedIn,Mobile,6111.02,61870,1454,94,100-500,Finance,PAC,Lead
962,2025-09-16,Facebook Ads,Mobile,5727.33,166997,4478,362,1-10,Retail,IdF,Lead
963,2025-09-21,Facebook Ads,Mobile,6314.82,174960,4957,446,1-10,Retail,Hauts-de-France,Lead
964,2025-09-08,Facebook Ads,Mobile,5498.59,154202,4436,379,10-50,Finance,Hauts-de-France,MQL
965,2025-09-09,Facebook Ads,Desktop,4582.25,137625,3793,343,1-10,Retail,IdF,MQL
966,2025-09-15,LinkedIn,Mobile,5425.6,52821,1257,85,100-500,Health,ARA,SQL
967,2025-09-03,Emailing,Desktop,2290.03,77558,2533,205,1-10,Media,CVL,MQL
968,2025-09-23,Emailing,Mobile,2377.44,72741,2372,204,50-100,Retail,ARA,Client
969,2025-09-10,Instagram Ads,Desktop,3685.55,145191,6033,497,10-50,Tech,HDF,SQL
970,2025-09-08,Instagram Ads,Desktop,3880.22,147747,5814,456,10-50,Health,IdF,Client
971,2025-09-09,Facebook Ads,Mobile,4582.25,137625,3793,343,1-10,Health,PAC,Client
972,2025-09-11,Emailing,Mobile,2675.57,84413,2889,249,10-50,Energy,BFC,SQL
973,2025-09-11,LinkedIn,Desktop,6873.12,64389,1627,106,10-50,Tech,BFC,MQL
974,2025-09-29,Facebook Ads,Desktop,4946.54,154976,4183,360,1-10,Media,CVL,Lead
975,2025-09-18,Emailing,Mobile,2479.5099999999998,89774,3044,271,100-500,Finance,CVL,SQL
976,2025-09-03,Emailing,Mobile,2290.03,77558,2533,205,1-10,Health,BFC,SQL
977,2025-09-05,LinkedIn,Desktop,5544.2699999999995,51964,1289,87,10-50,Tech,IdF,MQL
978,2025-09-05,LinkedIn,Desktop,5544.2699999999995,51964,1289,87,10-50,Finance,CVL,SQL
979,2025-09-08,Emailing,Mobile,2512.92,92180,3042,276,1-10,Retail,CVL,MQL
980,2025-09-13,Emailing,Mobile,2845.0299999999997,91362,3013,252,100-500,Retail,IDF,MQL
981,2025-09-23,Emailing,Mobile,2377.44,72741,2372,204,10-50,Finance,CVL,MQL
982,2025-09-05,LinkedIn,Desktop,5544.2699999999995,51964,1289,87,1-10,Media,BFC,SQL
983,2025-09-23,Emailing,Mobile,2377.44,72741,2372,204,10-50,Education,ARA,Client
984,2025-09-07,Emailing,Tablet,2949.19,102515,3463,294,10-50,Health,NOR,SQL
985,2025-09-03,LinkedIn,Mobile,7147.05,73930,1844,132,10-50,Finance,IDF,SQL
986,2025-09-14,Emailing,Mobile,3045.63,103241,3613,316,50-100,Finance,HDF,Lead
987,2025-09-14,LinkedIn,Desktop,5411.59,51268,1249,83,1-10,Logistics,BFC,Client
988,2025-09-11,Emailing,Tablet,2675.57,84413,2889,249,1-10,Health,IdF,Lead
989,2025-09-18,Emailing,Desktop,2479.5099999999998,89774,3044,271,50-100,Retail,CVL,Client
990,2025-09-15,Emailing,Mobile,2407.55,87870,2860,230,1-10,Retail,CVL,Lead
991,2025-09-14,LinkedIn,Desktop,5411.59,51268,1249,83,100-500,Health,HDF,MQL
992,2025-09-02,Instagram Ads,Desktop,3812.57,132624,5213,414,1-10,Finance,IdF,SQL
993,2025-09-07,Instagram Ads,Mobile,3812.7599999999998,149614,5963,454,50-100,Tech,BFC,SQL
994,2025-09-27,Facebook Ads,Mobile,5184.65,152514,4234,317,10-50,Media,Hauts-de-France,MQL
995,2025-09-14,LinkedIn,Mobile,5411.59,51268,1249,83,10-50,Education,CVL,SQL
996,2025-09-13,Emailing,Mobile,2845.0299999999997,91362,3013,252,1-10,Health,IdF,MQL
997,2025-09-29,Emailing,Tablet,1951.16,56475,1895,172,1-10,Tech,BFC,Lead
998,2025-09-25,Instagram Ads,Mobile,3352.69,111790,4495,363,1-10,Retail,Hauts-de-France,SQL
999,2025-09-19,Emailing,Tablet,2789.03,95436,2997,260,1-10,Energy,IdF,Lead
1000,2025-09-23,Emailing,Mobile,2377.44,72741,2372,204,1-10,Media,BFC,SQL
1001,2025-09-01,Emailing,Desktop,2193.89,73029,2434,218,10-50,Retail,IdF,Lead
1002,2025-09-28,Emailing,Mobile,2353.42,79194,2848,248,10-50,Tech,BFC,MQL
1003,2025-09-29,Emailing,Mobile,1951.16,56475,1895,172,50-100,Finance,OCC,MQL
1004,2025-09-25,LinkedIn,Mobile,6185.38,62374,1525,107,50-100,Retail,IDF,MQL
1005,2025-09-19,Facebook Ads,Mobile,4000.7,130129,3520,301,10-50,Health,IdF,MQL
1006,2025-09-13,Instagram Ads,Desktop,3626.02,127090,4877,379,10-50,Logistics,HDF,SQL
1007,2025-09-16,Instagram Ads,Mobile,3231.25,113391,4395,362,10-50,Retail,Hauts-de-France,Client
1008,2025-09-01,Facebook Ads,Desktop,5612.5,161363,4593,400,10-50,Tech,NOR,SQL
1009,2025-09-12,Emailing,Mobile,2940.96,89780,3029,258,50-100,Energy,HDF,SQL
1010,2025-09-10,Facebook Ads,Mobile,6549.1,171421,4998,402,1-10,Tech,IdF,MQL
1011,2025-09-25,LinkedIn,Mobile,6185.38,62374,1525,107,1-10,Logistics,PAC,MQL
1012,2025-09-13,Emailing,Tablet,2845.0299999999997,91362,3013,252,50-100,Health,Hauts-de-France,Lead
1013,2025-09-28,LinkedIn,Desktop,5903.52,60798,1575,110,1-10,Logistics,HDF,MQL
1014,2025-09-29,Facebook Ads,Mobile,4946.54,154976,4183,360,100-500,Tech,PAC,SQL
1015,2025-09-27,LinkedIn,Mobile,6614.93,62760,1529,99,100-500,Tech,BFC,MQL
1016,2025-09-14,Facebook Ads,Mobile,6017.18,166025,4922,435,1-10,Finance,BFC,MQL
1017,2025-09-18,Emailing,Tablet,2479.5099999999998,89774,3044,271,1-10,Finance,IDF,Lead
1018,2025-09-24,Instagram Ads,Desktop,3281.01,114397,4390,351,10-50,Retail,OCC,Lead
1019,2025-09-24,LinkedIn,Mobile,6300.46,58061,1417,97,10-50,Logistics,PAC,Lead
1020,2025-09-18,Emailing,Desktop,2479.5099999999998,89774,3044,271,1-10,Media,CVL,SQL
1021,2025-09-26,Instagram Ads,Mobile,3539.37,135949,5408,444,50-100,Health,HDF,MQL
1022,2025-09-20,Facebook Ads,Tablet,6435.08,186202,5287,413,10-50,Tech,NOR,SQL
1023,2025-09-29,Instagram Ads,Mobile,3704.71,136791,5539,464,1-10,Education,IdF,MQL
1024,2025-09-08,LinkedIn,Desktop,5171.15,53529,1350,97,1-10,Education,Hauts-de-France,SQL
1025,2025-09-16,Facebook Ads,Mobile,5727.33,166997,4478,362,50-100,Finance,Hauts-de-France,SQL
1026,2025-09-08,Emailing,Desktop,2512.92,92180,3042,276,1-10,Energy,PAC,SQL
1027,2025-09-09,Emailing,Desktop,2138.67,71309,2473,221,50-100,Tech,IdF,MQL
1028,2025-09-14,Facebook Ads,Desktop,6017.18,166025,4922,435,10-50,Retail,ARA,MQL
1029,2025-09-16,LinkedIn,Desktop,6612.62,66648,1628,124,10-50,Tech,BFC,Client
1030,2025-09-01,Emailing,Desktop,2193.89,73029,2434,218,100-500,Education,ARA,Lead
1031,2025-09-13,Emailing,Mobile,2845.0299999999997,91362,3013,252,100-500,Health,BFC,Lead
1032,2025-09-11,Instagram Ads,Mobile,4008.15,146630,5714,460,10-50,Retail,IdF,MQL
1033,2025-09-22,Instagram Ads,Mobile,3774.58,128946,5177,414,1-10,Tech,NOR,SQL
1034,2025-09-22,Facebook Ads,Tablet,5253.29,158934,4559,390,50-100,Tech,OCC,Lead
1035,2025-09-26,Emailing,Mobile,2556.08,85736,2858,237,10-50,Tech,BFC,SQL
1036,2025-09-13,Emailing,Desktop,2845.0299999999997,91362,3013,252,1-10,Finance,NOR,MQL
1037,2025-09-24,Emailing,Desktop,2777.7,92732,3036,273,100-500,Retail,IdF,MQL
1038,2025-09-06,Instagram Ads,Mobile,3159.0,114375,4518,381,1-10,Retail,HDF,MQL
1039,2025-09-27,Emailing,Mobile,2412.97,82002,2855,252,1-10,Media,IdF,MQL
1040,2025-09-15,LinkedIn,Mobile,5425.6,52821,1257,85,1-10,Finance,PAC,Lead
1041,2025-09-30,Emailing,Mobile,2709.73,96206,3297,272,10-50,Education,Hauts-de-France,Lead
1042,2025-09-05,LinkedIn,Mobile,5544.2699999999995,51964,1289,87,50-100,Tech,ARA,Lead
1043,2025-09-20,LinkedIn,Mobile,4982.1900000000005,54974,1412,101,1-10,Retail,Hauts-de-France,SQL
1044,2025-09-18,Instagram Ads,Desktop,3722.3,139200,5678,439,1-10,Finance,BFC,MQL
1045,2025-09-01,Emailing,Tablet,2193.89,73029,2434,218,1-10,Tech,Hauts-de-France,MQL
1046,2025-09-30,Emailing,Mobile,2709.73,96206,3297,272,50-100,Tech,NOR,MQL
1047,2025-09-13,Emailing,Mobile,2845.0299999999997,91362,3013,252,1-10,Media,BFC,MQL
1048,2025-09-19,Instagram Ads,Mobile,3755.12,134079,5151,414,100-500,Energy,IdF,MQL
1049,2025-09-19,Instagram Ads,Desktop,3755.12,134079,5151,414,1-10,Tech,Hauts-de-France,Lead
1050,2025-09-22,LinkedIn,Desktop,6171.0,61171,1496,111,100-500,Retail,HDF,Client
1051,2025-09-01,LinkedIn,Mobile,5922.39,64292,1661,113,1-10,Logistics,PAC,MQL
1052,2025-09-03,LinkedIn,Mobile,7147.05,73930,1844,132,50-100,Tech,ARA,SQL
1053,2025-09-21,Emailing,Desktop,2801.35,91605,3016,248,1-10,Health,BFC,MQL
1054,2025-09-14,Instagram Ads,Desktop,2938.88,101513,3837,327,1-10,Logistics,Hauts-de-France,SQL
1055,2025-09-05,Facebook Ads,Mobile,4311.2,125213,3648,306,100-500,Logistics,Hauts-de-France,MQL
1056,2025-09-28,Facebook Ads,Desktop,5176.24,134802,3717,296,100-500,Finance,PAC,Lead
1057,2025-09-15,Facebook Ads,Mobile,5583.01,172327,4822,397,10-50,Tech,IdF,Client
1058,2025-09-06,Emailing,Mobile,2819.64,89019,2993,262,50-100,Tech,Hauts-de-France,MQL
1059,2025-09-02,Emailing,Desktop,2401.82,89893,2983,258,10-50,Energy,IdF,Lead
1060,2025-09-09,LinkedIn,Desktop,6807.41,73952,1809,120,100-500,Energy,Hauts-de-France,Lead
1061,2025-09-13,Emailing,Mobile,2845.0299999999997,91362,3013,252,1-10,Health,Hauts-de-France,SQL
1062,2025-09-11,LinkedIn,Tablet,6873.12,64389,1627,106,10-50,Education,IDF,SQL
1063,2025-09-07,Emailing,Mobile,2949.19,102515,3463,294,10-50,Education,ARA,SQL
1064,2025-09-15,Facebook Ads,Desktop,5583.01,172327,4822,397,10-50,Health,HDF,Client
1065,2025-09-11,Emailing,Mobile,2675.57,84413,2889,249,100-500,Media,IdF,MQL
1066,2025-09-11,Facebook Ads,Desktop,3662.78,104881,2841,220,1-10,Health,IdF,MQL
1067,2025-09-25,LinkedIn,Tablet,6185.38,62374,1525,107,1-10,Finance,HDF,SQL
1068,2025-09-29,Emailing,Mobile,1951.16,56475,1895,172,10-50,Retail,BFC,Client
1069,2025-09-13,LinkedIn,Tablet,4985.74,51383,1289,105,50-100,Education,IdF,MQL
1070,2025-09-09,Facebook Ads,Desktop,4582.25,137625,3793,343,1-10,Finance,PAC,Client
1071,2025-09-25,LinkedIn,Desktop,6185.38,62374,1525,107,10-50,Retail,ARA,Lead
1072,2025-09-27,Instagram Ads,Mobile,3717.05,133510,5187,466,100-500,Media,HDF,SQL
1073,2025-09-14,LinkedIn,Desktop,5411.59,51268,1249,83,1-10,Health,IdF,SQL
1074,2025-09-09,Emailing,Desktop,2138.67,71309,2473,221,50-100,Energy,BFC,SQL
1075,2025-09-27,Emailing,Mobile,2412.97,82002,2855,252,50-100,Tech,CVL,Lead
1076,2025-09-03,Emailing,Tablet,2290.03,77558,2533,205,10-50,Health,IDF,Lead
1077,2025-09-16,LinkedIn,Mobile,6612.62,66648,1628,124,100-500,Retail,HDF,Lead
1078,2025-09-01,Emailing,Mobile,2193.89,73029,2434,218,50-100,Energy,Hauts-de-France,MQL
1079,2025-09-24,Facebook Ads,Mobile,5508.39,165274,4548,410,10-50,Tech,CVL,SQL
1080,2025-09-18,LinkedIn,Desktop,5111.0,48459,1196,87,10-50,Health,CVL,Client
1081,2025-09-02,Facebook Ads,Desktop,5832.7,168108,4703,390,50-100,Education,CVL,MQL
1082,2025-09-12,LinkedIn,Mobile,5440.85,54337,1371,96,10-50,Retail,HDF,Lead
1083,2025-09-08,Emailing,Tablet,2512.92,92180,3042,276,100-500,Logistics,NOR,Lead
1084,2025-09-21,Emailing,Mobile,2801.35,91605,3016,248,10-50,Media,IdF,Lead
1085,2025-09-03,LinkedIn,Mobile,7147.05,73930,1844,132,1-10,Retail,IdF,SQL
1086,2025-09-25,Facebook Ads,Mobile,5675.56,163585,4566,391,1-10,Tech,HDF,SQL
1087,2025-09-21,LinkedIn,Desktop,4666.97,47645,1205,90,1-10,Retail,Hauts-de-France,Client
1088,2025-09-02,Facebook Ads,Tablet,5832.7,168108,4703,390,1-10,Retail,IdF,MQL
1089,2025-09-25,Emailing,Desktop,2624.14,81583,2561,220,100-500,Energy,PAC,Lead
1090,2025-09-01,Instagram Ads,Desktop,4126.37,135064,5379,415,50-100,Logistics,HDF,Lead
1091,2025-09-08,LinkedIn,Mobile,5171.15,53529,1350,97,50-100,Tech,IdF,MQL
1092,2025-09-07,LinkedIn,Mobile,5411.53,55820,1393,100,10-50,Finance,BFC,Client
1093,2025-09-27,Emailing,Mobile,2412.97,82002,2855,252,50-100,Finance,IdF,Lead
1094,2025-09-01,LinkedIn,Mobile,5922.39,64292,1661,113,10-50,Tech,IdF,Lead
1095,2025-09-20,Facebook Ads,Mobile,6435.08,186202,5287,413,100-500,Retail,Hauts-de-France,SQL
1096,2025-09-05,Emailing,Desktop,2522.64,84670,2815,237,10-50,Retail,IdF,SQL
1097,2025-09-08,Instagram Ads,Mobile,3880.22,147747,5814,456,100-500,Finance,HDF,Lead
1098,2025-09-05,Emailing,Desktop,2522.64,84670,2815,237,50-100,Health,NOR,SQL
1099,2025-09-16,Instagram Ads,Mobile,3231.25,113391,4395,362,1-10,Education,CVL,Lead
1100,2025-09-22,Facebook Ads,Mobile,5253.29,158934,4559,390,10-50,Tech,IdF,Client
1101,2025-09-04,Emailing,Desktop,2177.3,65301,2178,175,10-50,Media,ARA,Lead
1102,2025-09-19,Facebook Ads,Mobile,4000.7,130129,3520,301,1-10,Health,IdF,Lead
1103,2025-09-07,Instagram Ads,Desktop,3812.7599999999998,149614,5963,454,10-50,Energy,Hauts-de-France,MQL
1104,2025-09-15,LinkedIn,Desktop,5425.6,52821,1257,85,1-10,Finance,ARA,Lead
1105,2025-09-23,Instagram Ads,Mobile,4255.1,160828,6184,480,1-10,Energy,CVL,MQL
1106,2025-09-09,LinkedIn,Tablet,6807.41,73952,1809,120,100-500,Media,IdF,SQL
1107,2025-09-25,LinkedIn,Mobile,6185.38,62374,1525,107,10-50,Finance,Hauts-de-France,MQL
1108,2025-09-12,Instagram Ads,Mobile,3485.05,118943,4907,411,100-500,Retail,OCC,SQL
1109,2025-09-06,Emailing,Desktop,2819.64,89019,2993,262,50-100,Energy,PAC,MQL
1110,2025-09-20,Facebook Ads,Mobile,6435.08,186202,5287,413,10-50,Education,OCC,Lead
1111,2025-09-20,Emailing,Desktop,2292.52,80818,2572,226,10-50,Energy,IDF,Client
1112,2025-09-24,Instagram Ads,Desktop,3281.01,114397,4390,351,50-100,Education,ARA,SQL
1113,2025-09-23,Instagram Ads,Tablet,4255.1,160828,6184,480,100-500,Health,Hauts-de-France,Lead
1114,2025-09-04,Emailing,Mobile,2177.3,65301,2178,175,1-10,Tech,HDF,MQL
1115,2025-09-25,LinkedIn,Mobile,6185.38,62374,1525,107,100-500,Retail,IdF,SQL
1116,2025-09-27,Instagram Ads,Desktop,3717.05,133510,5187,466,100-500,Logistics,Hauts-de-France,Lead
1117,2025-09-06,Emailing,Mobile,2819.64,89019,2993,262,50-100,Retail,HDF,MQL
1118,2025-09-10,LinkedIn,Mobile,5428.44,51038,1318,98,100-500,Tech,PAC,MQL
1119,2025-09-04,Instagram Ads,Mobile,4473.3,155125,6156,492,10-50,Education,IdF,Lead
1120,2025-09-19,Emailing,Mobile,2789.03,95436,2997,260,100-500,Education,BFC,Lead
1121,2025-09-01,LinkedIn,Mobile,5922.39,64292,1661,113,50-100,Retail,CVL,SQL
1122,2025-09-30,Emailing,Desktop,2709.73,96206,3297,272,1-10,Retail,IdF,MQL
1123,2025-09-10,Instagram Ads,Desktop,3685.55,145191,6033,497,100-500,Finance,Hauts-de-France,Lead
1124,2025-09-19,Instagram Ads,Mobile,3755.12,134079,5151,414,10-50,Tech,IdF,SQL
1125,2025-09-22,Instagram Ads,Mobile,3774.58,128946,5177,414,10-50,Education,PAC,SQL
1126,2025-09-30,Facebook Ads,Mobile,5042.46,155635,4399,353,10-50,Retail,CVL,Lead
1127,2025-09-13,Instagram Ads,Desktop,3626.02,127090,4877,379,1-10,Media,CVL,Client
1128,2025-09-13,Instagram Ads,Mobile,3626.02,127090,4877,379,10-50,Media,BFC,SQL
1129,2025-09-23,Facebook Ads,Desktop,5198.26,145801,4039,332,50-100,Health,IdF,MQL
1130,2025-09-07,Instagram Ads,Mobile,3812.7599999999998,149614,5963,454,1-10,Retail,IdF,MQL
1131,2025-09-03,Emailing,Desktop,2290.03,77558,2533,205,1-10,Finance,IdF,SQL
1132,2025-09-19,LinkedIn,Mobile,6296.28,66934,1661,123,1-10,Finance,Hauts-de-France,Lead
1133,2025-09-23,Emailing,Desktop,2377.44,72741,2372,204,10-50,Retail,IdF,MQL
1134,2025-09-27,Emailing,Mobile,2412.97,82002,2855,252,50-100,Media,PAC,SQL
1135,2025-09-21,Emailing,Desktop,2801.35,91605,3016,248,50-100,Finance,IdF,MQL
1136,2025-09-08,LinkedIn,Mobile,5171.15,53529,1350,97,100-500,Media,CVL,SQL
1137,2025-09-04,Facebook Ads,Desktop,4937.82,141564,3846,319,10-50,Tech,HDF,MQL
1138,2025-09-23,LinkedIn,Desktop,5418.39,55528,1422,100,1-10,Tech,ARA,Lead
1139,2025-09-25,Emailing,Mobile,2624.14,81583,2561,220,100-500,Logistics,IdF,MQL
1140,2025-09-10,Facebook Ads,Desktop,6549.1,171421,4998,402,50-100,Health,NOR,MQL
1141,2025-09-28,Facebook Ads,Desktop,5176.24,134802,3717,296,10-50,Finance,IDF,SQL
1142,2025-09-22,LinkedIn,Mobile,6171.0,61171,1496,111,50-100,Finance,IdF,SQL
1143,2025-09-20,Facebook Ads,Mobile,6435.08,186202,5287,413,100-500,Tech,CVL,MQL
1144,2025-09-26,LinkedIn,Mobile,6046.76,65491,1630,118,50-100,Education,HDF,Client
1145,2025-09-04,Instagram Ads,Desktop,4473.3,155125,6156,492,10-50,Tech,ARA,Lead
1146,2025-09-26,LinkedIn,Desktop,6046.76,65491,1630,118,50-100,Health,Hauts-de-France,Lead
1147,2025-09-19,Emailing,Mobile,2789.03,95436,2997,260,1-10,Health,PAC,MQL
1148,2025-09-26,Emailing,Mobile,2556.08,85736,2858,237,10-50,Energy,ARA,Lead
1149,2025-09-02,Instagram Ads,Desktop,3812.57,132624,5213,414,10-50,Finance,PAC,SQL
1150,2025-09-12,Emailing,Tablet,2940.96,89780,3029,258,1-10,Tech,OCC,Lead
1151,2025-09-18,Instagram Ads,Mobile,3722.3,139200,5678,439,1-10,Health,CVL,Lead
1152,2025-09-14,Facebook Ads,Tablet,6017.18,166025,4922,435,1-10,Tech,IdF,Lead
1153,2025-09-22,Instagram Ads,Mobile,3774.58,128946,5177,414,50-100,Tech,ARA,SQL
1154,2025-09-12,LinkedIn,Mobile,5440.85,54337,1371,96,50-100,Tech,BFC,Client
1155,2025-09-03,Instagram Ads,Desktop,3652.15,130513,5036,396,100-500,Finance,IdF,SQL
1156,2025-09-17,Facebook Ads,Mobile,4982.07,134435,3813,315,1-10,Tech,Hauts-de-France,Lead
1157,2025-09-21,LinkedIn,Mobile,4666.97,47645,1205,90,10-50,Finance,NOR,MQL
1158,2025-09-11,Facebook Ads,Mobile,3662.78,104881,2841,220,100-500,Energy,ARA,Lead
1159,2025-09-01,Facebook Ads,Desktop,5612.5,161363,4593,400,1-10,Education,IdF,MQL
1160,2025-09-28,LinkedIn,Desktop,5903.52,60798,1575,110,50-100,Tech,IdF,SQL
1161,2025-09-14,Instagram Ads,Mobile,2938.88,101513,3837,327,50-100,Retail,ARA,MQL
1162,2025-09-27,Instagram Ads,Mobile,3717.05,133510,5187,466,1-10,Health,ARA,Lead
1163,2025-09-16,LinkedIn,Mobile,6612.62,66648,1628,124,100-500,Energy,Hauts-de-France,MQL
1164,2025-09-04,Facebook Ads,Desktop,4937.82,141564,3846,319,50-100,Tech,BFC,Lead
1165,2025-09-14,Facebook Ads,Mobile,6017.18,166025,4922,435,1-10,Media,IdF,MQL
1166,2025-09-12,LinkedIn,Desktop,5440.85,54337,1371,96,1-10,Health,IdF,MQL
1167,2025-09-21,Emailing,Mobile,2801.35,91605,3016,248,1-10,Finance,ARA,MQL
1168,2025-09-29,Emailing,Mobile,1951.16,56475,1895,172,1-10,Logistics,IdF,Client
1169,2025-09-27,Facebook Ads,Mobile,5184.65,152514,4234,317,10-50,Education,NOR,MQL
1170,2025-09-15,Emailing,Mobile,2407.55,87870,2860,230,10-50,Media,IdF,SQL
1171,2025-09-23,Emailing,Tablet,2377.44,72741,2372,204,1-10,Retail,BFC,SQL
1172,2025-09-05,Emailing,Mobile,2522.64,84670,2815,237,100-500,Finance,PAC,SQL
1173,2025-09-14,Emailing,Mobile,3045.63,103241,3613,316,10-50,Health,PAC,MQL
1174,2025-09-06,Emailing,Mobile,2819.64,89019,2993,262,1-10,Retail,CVL,Lead
1175,2025-09-24,Instagram Ads,Mobile,3281.01,114397,4390,351,1-10,Health,ARA,SQL
1176,2025-09-17,Facebook Ads,Mobile,4982.07,134435,3813,315,10-50,Retail,CVL,MQL
1177,2025-09-21,Facebook Ads,Mobile,6314.82,174960,4957,446,10-50,Tech,ARA,Lead
1178,2025-09-09,LinkedIn,Mobile,6807.41,73952,1809,120,1-10,Retail,BFC,MQL
1179,2025-09-20,Emailing,Desktop,2292.52,80818,2572,226,1-10,Education,CVL,SQL
1180,2025-09-26,Instagram Ads,Mobile,3539.37,135949,5408,444,50-100,Energy,BFC,Client
1181,2025-09-30,LinkedIn,Mobile,5212.27,56209,1332,91,100-500,Finance,BFC,MQL
1182,2025-09-18,Emailing,Tablet,2479.5099999999998,89774,3044,271,1-10,Health,HDF,MQL
1183,2025-09-25,Facebook Ads,Mobile,5675.56,163585,4566,391,10-50,Tech,OCC,Client
1184,2025-09-16,Instagram Ads,Mobile,3231.25,113391,4395,362,10-50,Energy,PAC,MQL
1185,2025-09-15,Instagram Ads,Mobile,3510.33,124309,4770,395,50-100,Health,ARA,Lead
1186,2025-09-14,Facebook Ads,Mobile,6017.18,166025,4922,435,10-50,Education,IdF,Lead
1187,2025-09-27,LinkedIn,Desktop,6614.93,62760,1529,99,100-500,Education,Hauts-de-France,Client
1188,2025-09-24,Emailing,Mobile,2777.7,92732,3036,273,10-50,Retail,PAC,Lead
1189,2025-09-19,Instagram Ads,Desktop,3755.12,134079,5151,414,10-50,Finance,HDF,MQL
1190,2025-09-09,Emailing,Mobile,2138.67,71309,2473,221,10-50,Logistics,ARA,MQL
1191,2025-09-11,Instagram Ads,Mobile,4008.15,146630,5714,460,100-500,Tech,CVL,SQL
1192,2025-09-28,LinkedIn,Desktop,5903.52,60798,1575,110,50-100,Health,IdF,Client
1193,2025-09-08,LinkedIn,Mobile,5171.15,53529,1350,97,1-10,Logistics,PAC,MQL
1194,2025-09-27,Facebook Ads,Desktop,5184.65,152514,4234,317,1-10,Retail,NOR,Client
1195,2025-09-30,Emailing,Mobile,2709.73,96206,3297,272,10-50,Media,IdF,Lead
1196,2025-09-03,Emailing,Desktop,2290.03,77558,2533,205,1-10,Energy,IdF,Lead
1197,2025-09-09,Emailing,Mobile,2138.67,71309,2473,221,50-100,Education,PAC,Client
1198,2025-09-29,Emailing,Desktop,1951.16,56475,1895,172,50-100,Retail,CVL,MQL
1199,2025-09-15,LinkedIn,Mobile,5425.6,52821,1257,85,50-100,Retail,PAC,Lead
1200,2025-09-08,Facebook Ads,Desktop,5498.59,154202,4436,379,100-500,Tech,PAC,MQL
1201,2025-09-25,Emailing,Mobile,2624.14,81583,2561,220,1-10,Media,BFC,SQL
1202,2025-09-15,Instagram Ads,Desktop,3510.33,124309,4770,395,100-500,Media,Hauts-de-France,SQL
1203,2025-09-19,Instagram Ads,Mobile,3755.12,134079,5151,414,50-100,Health,CVL,Client
1204,2025-09-20,Instagram Ads,Tablet,3659.59,124507,4816,384,10-50,Retail,IdF,MQL
1205,2025-09-22,Instagram Ads,Mobile,3774.58,128946,5177,414,50-100,Tech,PAC,Client
1206,2025-09-13,Emailing,Mobile,2845.0299999999997,91362,3013,252,1-10,Education,BFC,MQL
1207,2025-09-11,Facebook Ads,Mobile,3662.78,104881,2841,220,50-100,Education,HDF,SQL
1208,2025-09-01,LinkedIn,Mobile,5922.39,64292,1661,113,10-50,Energy,HDF,SQL
1209,2025-09-16,LinkedIn,Mobile,6612.62,66648,1628,124,1-10,Education,CVL,MQL
1210,2025-09-28,Emailing,Tablet,2353.42,79194,2848,248,50-100,Media,Hauts-de-France,Lead
1211,2025-09-11,Instagram Ads,Tablet,4008.15,146630,5714,460,10-50,Education,IdF,MQL
1212,2025-09-06,Emailing,Mobile,2819.64,89019,2993,262,1-10,Health,IdF,SQL
1213,2025-09-16,Emailing,Tablet,2303.7,83512,2718,239,1-10,Finance,NOR,Lead
1214,2025-09-07,Facebook Ads,Mobile,3684.27,117690,3375,273,10-50,Energy,NOR,Lead
1215,2025-09-12,LinkedIn,Mobile,5440.85,54337,1371,96,10-50,Health,OCC,Lead
1216,2025-09-26,LinkedIn,Desktop,6046.76,65491,1630,118,100-500,Retail,IdF,Lead
1217,2025-09-09,Emailing,Desktop,2138.67,71309,2473,221,100-500,Tech,ARA,SQL
1218,2025-09-11,Instagram Ads,Tablet,4008.15,146630,5714,460,10-50,Retail,BFC,Lead
1219,2025-09-09,Emailing,Mobile,2138.67,71309,2473,221,50-100,Finance,CVL,Lead
1220,2025-09-29,Emailing,Desktop,1951.16,56475,1895,172,10-50,Retail,BFC,SQL
